Place_Name,Category,City,Price,Rating,Type,is_holiday,holiday_type,Low_Days,Medium_Days,High_Days,Weather_Suitability,Ideal_Duration,Meal_Type,Latitude,Longitude,Open_Hour,Close_Hour,Time_Slot
Sumudi durian meranti,Restaurant,Semarang,75000,4.4,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.3011341,110.3736885,10:00:00,17:00:00,Morning
Brongkol,Restaurant,Semarang,75000,5.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.3009067,110.3755648,08:00:00,16:00:00,Morning
Duren mas har,Restaurant,Semarang,75000,5.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.3009067,110.3755648,08:00:00,17:00:00,Morning
Durian Permatani dan Durian Dinar,Restaurant,Semarang,75000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.3010625,110.3774375,10:00:00,17:00:00,Morning
Angkringan Kopi Bima,Restaurant,Semarang,75000,4.8,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.3073595,110.363862,09:00:00,18:00:00,Morning
Dasar Duren,Restaurant,Semarang,75000,5.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.300967699999999,110.3773464,07:00:00,20:00:00,Morning
Frin cetak foto,Restaurant,Semarang,75000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.300863499999999,110.3772855,08:00:00,16:00:00,Morning
Warung Soto Marem,Restaurant,Semarang,75000,4.3,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.307283900000001,110.363449,09:00:00,20:00:00,Morning
Soto Ayam Kp.pelangi,Restaurant,Semarang,75000,0.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.2750162,110.4146676,10:00:00,20:00:00,Morning
Cwie Mie Hot dan Bakso Malang Brigjen (Bakso Ibu Ninie),Restaurant,Semarang,100000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.2587566,110.4059557,07:00:00,19:00:00,Morning
Rocket Chicken Ambarawa,Restaurant,Semarang,100000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.252269800000001,110.4156983,08:00:00,16:00:00,Morning
Warung Makan Saminah,Restaurant,Semarang,75000,4.3,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.249195900000001,110.4214939,09:00:00,16:00:00,Morning
Bubur Mbah Doel,Restaurant,Semarang,75000,0.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.259310600000001,110.400428,07:00:00,18:00:00,Morning
RM Miroso Bawen,Restaurant,Semarang,50000,4.1,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.250191700000001,110.4372177,10:00:00,19:00:00,Morning
"Mendoan Purwokerto ""Mendoanku Mas Sersan""",Restaurant,Semarang,100000,4.6,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.2420013,110.4260376,09:00:00,16:00:00,Morning
Sop Ayam Pak Marno,Restaurant,Semarang,75000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.2451662,110.4350008,09:00:00,16:00:00,Morning
Sate Sapi Pak kempleng 8 Ambarawa,Restaurant,Semarang,100000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.2674777,110.3828122,07:00:00,19:00:00,Morning
Rumah Makan Cikal Gading Tuntang,Restaurant,Semarang,100000,4.3,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.269350799999998,110.4546979,08:00:00,19:00:00,Morning
Sop Ayam Pak MAN Klaten,Restaurant,Semarang,75000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.2688862,110.4551555,07:00:00,17:00:00,Morning
E Fin Net,Restaurant,Semarang,75000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.2995282,110.3994145,09:00:00,18:00:00,Morning
RM. Sederhana Prasmanan,Restaurant,Semarang,75000,4.7,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.277413899999998,110.4573996,10:00:00,18:00:00,Morning
soto ayam & nasi gudangan mbah JI,Restaurant,Semarang,75000,5.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.2675509,110.417857,09:00:00,20:00:00,Morning
Warung Makan Prasmanan,Restaurant,Semarang,75000,5.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.267213799999999,110.4192872,08:00:00,17:00:00,Morning
Rumah Makan Moro Seneng,Restaurant,Semarang,75000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.267199199999999,110.4193034,08:00:00,20:00:00,Morning
RUMAH MAKAN LARIS,Restaurant,Semarang,75000,0.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.266915299999999,110.4194117,07:00:00,17:00:00,Morning
WARUNG MAKAN BU ATIK,Restaurant,Semarang,75000,0.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.2668727,110.4194571,08:00:00,18:00:00,Morning
Sate Madura Goyang Lidah Pinggir Rel,Restaurant,Semarang,75000,4.6,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.264641999999999,110.4176342,09:00:00,17:00:00,Morning
Bubur Mbah Doel,Restaurant,Semarang,75000,0.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.259310600000001,110.400428,08:00:00,16:00:00,Morning
Cwie Mie Hot dan Bakso Malang Brigjen (Bakso Ibu Ninie),Restaurant,Semarang,100000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.2587566,110.4059557,07:00:00,16:00:00,Morning
Rocket Chicken Ambarawa,Restaurant,Semarang,100000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.252269800000001,110.4156983,07:00:00,17:00:00,Morning
Soto Ayam Kp.pelangi,Restaurant,Semarang,75000,0.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.2750162,110.4146676,08:00:00,19:00:00,Morning
Sate Sapi Pak kempleng 8 Ambarawa,Restaurant,Semarang,100000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.2674777,110.3828122,08:00:00,20:00:00,Morning
Warung Makan Saminah,Restaurant,Semarang,75000,4.3,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.249195900000001,110.4214939,07:00:00,19:00:00,Morning
"Mendoan Purwokerto ""Mendoanku Mas Sersan""",Restaurant,Semarang,100000,4.6,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.2420013,110.4260376,08:00:00,16:00:00,Morning
Sop Ayam Pak Marno,Restaurant,Semarang,75000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.2451662,110.4350008,07:00:00,19:00:00,Morning
RM Miroso Bawen,Restaurant,Semarang,50000,4.1,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.250191700000001,110.4372177,08:00:00,20:00:00,Morning
E Fin Net,Restaurant,Semarang,75000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.2995282,110.3994145,08:00:00,16:00:00,Morning
Rujak Palagan,Restaurant,Semarang,50000,4.6,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.259805699999998,110.4028866,07:00:00,18:00:00,Morning
Soto Malam,Restaurant,Semarang,75000,4.7,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.260041800000002,110.402878,08:00:00,16:00:00,Morning
Sarapan bubur dan nasi rames,Restaurant,Semarang,75000,5.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.2597488,110.4029353,09:00:00,19:00:00,Morning
Roti Bakar Palagan,Restaurant,Semarang,75000,5.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.2601711,110.4028931,09:00:00,19:00:00,Morning
Soto Ayam Pak Di,Restaurant,Semarang,75000,5.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.260189599999999,110.4028859,07:00:00,19:00:00,Morning
NYEDOOT Ambarawa,Restaurant,Semarang,75000,3.4,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.2595901,110.4029853,09:00:00,19:00:00,Morning
bakso cak gombloh,Restaurant,Semarang,75000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.260267100000001,110.4028861,08:00:00,20:00:00,Morning
"P & P ""Koronka Pudding And Pizza House""",Restaurant,Semarang,75000,1.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.259628,110.403022,07:00:00,20:00:00,Morning
Palagan Food Berkah Barokah,Restaurant,Semarang,75000,5.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.260274400000001,110.4020369,09:00:00,20:00:00,Morning
Soto Ayam Kp.pelangi,Restaurant,Semarang,75000,0.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.2750162,110.4146676,07:00:00,18:00:00,Morning
Cwie Mie Hot dan Bakso Malang Brigjen (Bakso Ibu Ninie),Restaurant,Semarang,100000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.2587566,110.4059557,10:00:00,20:00:00,Morning
Bubur Mbah Doel,Restaurant,Semarang,75000,0.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.259310600000001,110.400428,09:00:00,19:00:00,Morning
Rocket Chicken Ambarawa,Restaurant,Semarang,100000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.252269800000001,110.4156983,08:00:00,18:00:00,Morning
Warung Makan Saminah,Restaurant,Semarang,75000,4.3,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.249195900000001,110.4214939,09:00:00,18:00:00,Morning
Sate Sapi Pak kempleng 8 Ambarawa,Restaurant,Semarang,100000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.2674777,110.3828122,07:00:00,17:00:00,Morning
E Fin Net,Restaurant,Semarang,75000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.2995282,110.3994145,09:00:00,19:00:00,Morning
"Mendoan Purwokerto ""Mendoanku Mas Sersan""",Restaurant,Semarang,100000,4.6,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.2420013,110.4260376,07:00:00,16:00:00,Morning
RM Miroso Bawen,Restaurant,Semarang,50000,4.1,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.250191700000001,110.4372177,10:00:00,20:00:00,Morning
Sop Ayam Pak Marno,Restaurant,Semarang,75000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.2451662,110.4350008,09:00:00,17:00:00,Morning
Rumah Makan Cikal Gading Tuntang,Restaurant,Semarang,100000,4.3,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.269350799999998,110.4546979,09:00:00,17:00:00,Morning
Sop Ayam Pak MAN Klaten,Restaurant,Semarang,75000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.2688862,110.4551555,08:00:00,19:00:00,Morning
Warung Lingkar Ma´e,Restaurant,Semarang,75000,0.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.2712069,110.4127512,07:00:00,20:00:00,Morning
"AYAM GEPREK ""BAYU SAMODRO""",Restaurant,Semarang,75000,5.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.270613299999998,110.407597,07:00:00,16:00:00,Morning
Warung Makan Bu Yayuk,Restaurant,Semarang,75000,5.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.2681206,110.4114301,09:00:00,20:00:00,Morning
susu segar 90's,Restaurant,Semarang,75000,5.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.2677953,110.4103463,08:00:00,19:00:00,Morning
Pondok Makan Mampir Saiki,Restaurant,Semarang,75000,4.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.2676752,110.4099159,08:00:00,16:00:00,Morning
Warung Rejeki,Restaurant,Semarang,75000,0.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.267617700000001,110.4106464,10:00:00,19:00:00,Morning
Red Chickens,Restaurant,Semarang,75000,3.7,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.267571799999999,110.4099841,08:00:00,19:00:00,Morning
Warung Makan Saminah,Restaurant,Semarang,75000,4.3,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.249195900000001,110.4214939,08:00:00,20:00:00,Morning
Rocket Chicken Ambarawa,Restaurant,Semarang,100000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.252269800000001,110.4156983,09:00:00,20:00:00,Morning
RM Miroso Bawen,Restaurant,Semarang,50000,4.1,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.250191700000001,110.4372177,08:00:00,19:00:00,Morning
"Mendoan Purwokerto ""Mendoanku Mas Sersan""",Restaurant,Semarang,100000,4.6,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.2420013,110.4260376,10:00:00,16:00:00,Morning
Sop Ayam Pak Marno,Restaurant,Semarang,75000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.2451662,110.4350008,09:00:00,20:00:00,Morning
Cwie Mie Hot dan Bakso Malang Brigjen (Bakso Ibu Ninie),Restaurant,Semarang,100000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.2587566,110.4059557,10:00:00,18:00:00,Morning
Soto Ayam Kp.pelangi,Restaurant,Semarang,75000,0.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.2750162,110.4146676,07:00:00,18:00:00,Morning
Bubur Mbah Doel,Restaurant,Semarang,75000,0.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.259310600000001,110.400428,07:00:00,18:00:00,Morning
Sahabat Jaya Bebek Goreng,Restaurant,Semarang,50000,4.3,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.220902399999998,110.4307668,09:00:00,18:00:00,Morning
Lesehan 38,Restaurant,Semarang,75000,4.1,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.2233821,110.4311787,08:00:00,19:00:00,Morning
Rumah Makan Cikal Gading Tuntang,Restaurant,Semarang,100000,4.3,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.269350799999998,110.4546979,08:00:00,20:00:00,Morning
Sop Ayam Pak MAN Klaten,Restaurant,Semarang,75000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.2688862,110.4551555,07:00:00,18:00:00,Morning
RM. Sederhana Prasmanan,Restaurant,Semarang,75000,4.7,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.277413899999998,110.4573996,10:00:00,20:00:00,Morning
Soto dan Sop Ayam Pak To,Restaurant,Semarang,75000,4.4,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.210766,110.424476,09:00:00,16:00:00,Morning
Resto Eling Bening,Restaurant,Semarang,100000,4.3,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.2530348,110.4257486,10:00:00,16:00:00,Morning
"Warung Makan ""Bu Mun""",Restaurant,Semarang,75000,3.7,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.254474000000001,110.426275,07:00:00,18:00:00,Morning
Eling Bening,Restaurant,Semarang,100000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.252359900000003,110.4249268,07:00:00,16:00:00,Morning
Soto Kwali Boyolali,Restaurant,Semarang,75000,4.1,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.2539317,110.4279812,09:00:00,19:00:00,Morning
Dapur Ena,Restaurant,Semarang,75000,4.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.254536299999998,110.4280642,08:00:00,17:00:00,Morning
Bubur Mbah Doel,Restaurant,Semarang,75000,0.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.259310600000001,110.400428,07:00:00,16:00:00,Morning
Cwie Mie Hot dan Bakso Malang Brigjen (Bakso Ibu Ninie),Restaurant,Semarang,100000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.2587566,110.4059557,07:00:00,20:00:00,Morning
Rocket Chicken Ambarawa,Restaurant,Semarang,100000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.252269800000001,110.4156983,08:00:00,19:00:00,Morning
Sate Sapi Pak kempleng 8 Ambarawa,Restaurant,Semarang,100000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.2674777,110.3828122,10:00:00,17:00:00,Morning
Warung Makan Saminah,Restaurant,Semarang,75000,4.3,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.249195900000001,110.4214939,07:00:00,19:00:00,Morning
Soto Ayam Kp.pelangi,Restaurant,Semarang,75000,0.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.2750162,110.4146676,07:00:00,18:00:00,Morning
"Mendoan Purwokerto ""Mendoanku Mas Sersan""",Restaurant,Semarang,100000,4.6,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.2420013,110.4260376,10:00:00,18:00:00,Morning
Sop Ayam Pak Marno,Restaurant,Semarang,75000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.2451662,110.4350008,08:00:00,16:00:00,Morning
RM Miroso Bawen,Restaurant,Semarang,50000,4.1,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.250191700000001,110.4372177,08:00:00,19:00:00,Morning
Pemancingan dan Lesehan Andheng-Andheng,Restaurant,Semarang,100000,3.9,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.2118126,110.3930755,07:00:00,16:00:00,Morning
E Fin Net,Restaurant,Semarang,75000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.2995282,110.3994145,09:00:00,20:00:00,Morning
Bakmi Surabaya Gua Maria Kerep,Restaurant,Semarang,75000,4.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.2552442,110.3992023,07:00:00,17:00:00,Morning
Warung Bu Timah,Restaurant,Semarang,75000,5.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.2551916,110.3992258,10:00:00,20:00:00,Morning
Warung Makan Bu Zaenab,Restaurant,Semarang,75000,0.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.2551375,110.399111,09:00:00,18:00:00,Morning
Sate Kelinci 13,Restaurant,Semarang,75000,4.7,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.2553675,110.3990652,09:00:00,20:00:00,Morning
Pujasera dan Foodcourt Goa Maria Kerep Ambarawa,Restaurant,Semarang,75000,4.8,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.255413399999999,110.3991113,08:00:00,17:00:00,Morning
TEMPAT JAJAN DAN DEVOSIONALIA GMKA,Restaurant,Semarang,75000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.255433099999998,110.399115,09:00:00,19:00:00,Morning
Warung Makan Bu Sumiyati,Restaurant,Semarang,75000,4.7,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.255465900000001,110.3995238,10:00:00,20:00:00,Morning
Mie Ayam Bakso Soto Miyati,Restaurant,Semarang,75000,5.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.2548533,110.3989677,09:00:00,17:00:00,Morning
Cwie Mie Hot dan Bakso Malang Brigjen (Bakso Ibu Ninie),Restaurant,Semarang,100000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.2587566,110.4059557,08:00:00,16:00:00,Morning
Bubur Mbah Doel,Restaurant,Semarang,75000,0.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-7.259310600000001,110.400428,07:00:00,16:00:00,Morning
Soto Ayam Kp.pelangi,Restaurant,Semarang,75000,0.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-7.2750162,110.4146676,10:00:00,19:00:00,Morning
